"TIME","GEO","SPECIES","PRES","DEST","UNIT","NATVESSR","Value","Flag and Footnotes"
"1999","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"1999","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Euro","Total",":",""
"1999","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"1999","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"1999","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Euro","Total",":",""
"1999","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"1999","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"1999","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Euro","Total","5,126,915",""
"1999","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Tonnes product weight","Total","1,801",""
"1999","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Euro/Tonne","Total","2,847",""
"1999","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Euro","Total",":",""
"1999","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"1999","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"1999","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Euro","Total","742,246",""
"1999","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Tonnes product weight","Total","811",""
"1999","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Euro/Tonne","Total","915",""
"1999","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Euro","Total",":",""
"1999","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"1999","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"1999","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Euro","Total","1,361,487",""
"1999","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Tonnes product weight","Total","438",""
"1999","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Euro/Tonne","Total","3,109",""
"1999","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Euro","Total",":",""
"1999","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"1999","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"1999","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Euro","Total",":",""
"1999","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"1999","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"1999","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Euro","Total","4,594,366",""
"1999","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Tonnes product weight","Total","19,667",""
"1999","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Euro/Tonne","Total","234",""
"1999","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Euro","Total",":",""
"1999","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"1999","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"1999","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Euro","Total","2,668,287",""
"1999","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Tonnes product weight","Total","1,063",""
"1999","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Euro/Tonne","Total","2,510",""
"1999","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Euro","Total","1,278,565",""
"1999","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Tonnes product weight","Total","437",""
"1999","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Euro/Tonne","Total","2,927",""
"1999","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Euro","Total",":",""
"1999","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"1999","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"1999","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Euro","Total","66,434",""
"1999","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Tonnes product weight","Total","650",""
"1999","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Euro/Tonne","Total","102",""
"1999","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Euro","Total",":",""
"1999","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"1999","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"1999","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Euro","Total",":",""
"1999","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"1999","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2000","Finland","Total fishery products","All presentation forms","Human consumption","Euro","Total","15,073,567",""
"2000","Finland","Total fishery products","All presentation forms","Human consumption","Tonnes product weight","Total","27,480",""
"2000","Finland","Total fishery products","All presentation forms","Human consumption","Euro/Tonne","Total","549",""
"2000","Finland","Aquatic animals","All presentation forms","Human consumption","Euro","Total","15,073,567",""
"2000","Finland","Aquatic animals","All presentation forms","Human consumption","Tonnes product weight","Total","27,480",""
"2000","Finland","Aquatic animals","All presentation forms","Human consumption","Euro/Tonne","Total","549",""
"2000","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Euro","Total","6,955,718",""
"2000","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Tonnes product weight","Total","2,758",""
"2000","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Euro/Tonne","Total","2,522",""
"2000","Finland","Finfish","All presentation forms","Human consumption","Euro","Total","15,073,567",""
"2000","Finland","Finfish","All presentation forms","Human consumption","Tonnes product weight","Total","27,480",""
"2000","Finland","Finfish","All presentation forms","Human consumption","Euro/Tonne","Total","549",""
"2000","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Euro","Total","15,073,567",""
"2000","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Tonnes product weight","Total","27,480",""
"2000","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Euro/Tonne","Total","549",""
"2000","Finland","Freshwater fishes","All presentation forms","Human consumption","Euro","Total","2,250,728",""
"2000","Finland","Freshwater fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,232",""
"2000","Finland","Freshwater fishes","All presentation forms","Human consumption","Euro/Tonne","Total","1,826",""
"2000","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Euro","Total",":",""
"2000","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2000","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2000","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Euro","Total","2,250,728",""
"2000","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,232",""
"2000","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Euro/Tonne","Total","1,826",""
"2000","Finland","Diadromous fishes","All presentation forms","Human consumption","Euro","Total","4,704,990",""
"2000","Finland","Diadromous fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,526",""
"2000","Finland","Diadromous fishes","All presentation forms","Human consumption","Euro/Tonne","Total","3,083",""
"2000","Finland","River eels","All presentation forms","Human consumption","Euro","Total",":",""
"2000","Finland","River eels","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2000","Finland","River eels","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
