"Year","Species","Metric.Tons","Pounds","LandedValue"
1952,"HALIBUT, ATLANTIC",179.5,395700,103454
1952,"HALIBUT, CALIFORNIA",238.3,525300,127068
1952,"HALIBUT, PACIFIC",23424.6,51641807,7747233
1952,"HARVESTFISH",243.8,537500,49110
1952,"HERRING, ATLANTIC",70383.2,155166800,1906227
1952,"HERRING, LAKE OR CISCO",11042,24343300,1511633
1952,"HERRING, PACIFIC",25410.9,56020951,713500
1952,"HOGCHOKER",2,4300,129
1952,"HOGFISH",19.3,42600,5112
1952,"JACK MACKEREL",66461.8,146521700,4754969
1952,"JACK, CREVALLE",326.1,718900,26612
1952,"KING WHITING",2467,5438800,514310
1952,"LADYFISH",231.4,510200,15306
1952,"LAMPREY, SEA",118.8,262000,6550
1952,"LAUNCE, AMERICAN SAND",26.4,58100,1935
1952,"LEATHERJACKETS",33.1,73000,5110
1952,"LINGCOD",2624.9,5786850,518426
1952,"LOBSTER, AMERICAN",11354.3,25031800,10556024
1952,"LOBSTER, CALIFORNIA SPINY",365.9,806700,337282
1952,"LOBSTER, CARIBBEAN SPINY",731.4,1612400,403100
1952,"MACKEREL (SCOMBER)",9346.2,20604700,785464
1952,"MACKEREL, ATLANTIC",8249.7,18187200,1586412
1952,"MACKEREL, CHUB",171.8,378700,31316
1952,"MACKEREL, KING AND CERO",1065.1,2348200,406927
1952,"MACKEREL, SPANISH",3689.7,8134300,945726
1952,"MENHADEN",627593,1383591600,13221287
1952,"MOONEYES",6.7,14800,1776
1952,"MULLET, STRIPED (LIZA)",15123.7,33341700,3476576
1952,"MULLET, WHITE",1548.4,3413700,273096
1952,"MUSSEL, BLUE",167.6,369500,22929
1952,"MUSSEL, CALIFORNIA",0,100,44
1952,"OCTOPUS",28,61700,3495
1952,"OYSTER, EASTERN",32733.6,72164600,30337289
1952,"OYSTER, OLYMPIA",54.5,120200,137028
1952,"OYSTER, PACIFIC",4516.7,9957500,1864639
1952,"PACIFIC SIERRA",1.1,2500,293
1952,"PADDLEFISH",28.1,62000,8555
1952,"PERCH, WHITE",1042.2,2297600,218721
1952,"PERCH, YELLOW",1958.1,4316900,764788
1952,"PERIWINKLES",2.1,4700,1473
1952,"PERMIT",12,26400,1514
1952,"PIGFISH",144.8,319300,14894
1952,"PIKE, BLUE",2793,6157400,1254324
1952,"PIKES",291.5,642700,257692
1952,"PILOTFISH",0.1,200,4
1952,"PINFISH",444,978800,32812
1952,"POLLOCK",12227.1,26955900,995980
1952,"POMPANO, FLORIDA",458.3,1010300,586842
1952,"POMPANO, PACIFIC",14.6,32100,11489
1952,"PORKFISH",9.5,20900,1045
1952,"POUT, OCEAN",183.3,404000,6089
1952,"PUFFER, NOTHERN",557.5,1229100,58001
1952,"QUILLBACK",0.1,300,6
1952,"RATFISH SPOTTED",644.4,1420600,10654
1952,"REDFISH, ACADIAN",85749,189042200,8210085
1952,"ROCK BASSES, PACIFIC",39.2,86500,13089
1952,"ROCKFISH, PACIFIC OCEAN PERCH",2918,6433100,311006
1952,"ROCKFISHES",11188,24665031,1346873
1952,"RUNNER, BLUE",484.6,1068400,58723
1952,"SABLEFISH",3013.8,6644117,589129
1952,"SALMON, ATLANTIC",0.1,200,67
1952,"SALMON, CHINOOK",18505.2,40796580,9824382
1952,"SALMON, CHUM",35110.4,77404448,6494141
1952,"SALMON, COHO",20141.6,44404199,7019625
1952,"SALMON, PINK",36070.5,79520948,7503115
1952,"SALMON, SOCKEYE",49962.5,110147224,14399988
1952,"SAND PERCH",4.6,10100,524
1952,"SANDWORMS",72.4,159700,93944
1952,"SARDINE, PACIFIC",6500.2,14330400,523120
1952,"SAUGER",111.4,245500,39362
1952,"SAWFISH, SMALLTOOTH",5.4,12000,840
1952,"SCADS",195,430000,21520
1952,"SCALLOP, BAY",831.8,1833800,1343696
1952,"SCALLOP, SEA",8450.1,18629100,10831621
1952,"SCALLOPS",3,6700,2389
1952,"SCULPINS",37.9,83600,17816
1952,"SCUPS OR PORGIES",15313,33759100,2349489
1952,"SEA BASS, BLACK",9978,21997400,2205575
1952,"SEA BASS, GIANT",142.2,313500,48416
1952,"SEA CATFISHES",406.7,896600,73249
1952,"SEA URCHINS",32.6,71800,2413
1952,"SEABASS, WHITE",520.3,1147000,354103
1952,"SEAROBINS",95.3,210100,4463
1952,"SEATROUT, SAND",260.3,573900,42467
1952,"SEATROUT, SPOTTED",3625.2,7992200,1799082
1952,"SEAWEED, IRISH MOSS",1093.8,2411400,43320
1952,"SEAWEED, KELP",99934.7,220316000,3384054
1952,"SHAD, AMERICAN",5516.3,12161200,1994530
1952,"SHAD, GIZZARD",166.3,366600,8253
1952,"SHAD, HICKORY",303.8,669700,32714
1952,"SHARK, DOGFISH",1580,3483200,72068
1952,"SHARK, SOUPFIN",1.8,4000,651
1952,"SHARKS",436.7,962850,59904
1952,"SHEEPHEAD, CALIFORNIA",16.5,36300,3103
1952,"SHEEPSHEAD",146.6,323200,38660
1952,"SHRIMP, BAY",412.5,909500,68482
1952,"SHRIMP, MARINE, OTHER",101666.2,224133200,54822755
1952,"SHRIMP, OCEAN",94.6,208500,25204
1952,"SHRIMP, PENAEID",893.6,1970077,186798
1952,"SILVERSIDES",95.5,210500,24890
1952,"SKATES",601.2,1325300,13569
1952,"SMELT, EULACHON",579.6,1277700,205997
1952,"SMELT, RAINBOW",2524.4,5565400,367442
1952,"SMELT, WHITEBAIT",69,152100,16042
1952,"SMELTS",596.4,1314900,111147
1952,"SNAILS (CONCHS)",203.1,447700,54328
1952,"SNAPPER, GRAY",161,354900,56611
1952,"SNAPPER, LANE",0.2,500,94
1952,"SNAPPER, MUTTON",83.5,184000,41521
1952,"SNAPPER, RED",4053.3,8936000,2116927
1952,"SNAPPER, YELLOWTAIL",176.9,390000,96977
1952,"SNOOK",267.2,589000,89699
1952,"SOLES",20239.9,44620900,3269470
1952,"SPLITTAIL",0.7,1500,238
1952,"SPONGE, GRASS",3.4,7400,22200
1952,"SPONGE, SHEEPSWOOL",5.5,12200,103700
1952,"SPONGE, YELLOW",2.4,5400,16200
1952,"SPOT",6730.4,14837800,777841
1952,"SPOTTED CABRILLA",260.5,574300,86207
1952,"SQUIDS",2602.6,5737800,342728
1952,"STURGEONS",223.1,491800,121541
1952,"SUCKERS",1285.9,2835000,176580
1952,"SUNFISHES",672,1481500,409746
1952,"SURFPERCHES",205,452000,58679
1952,"SWORDFISH",257.9,568500,213084
1952,"TAUTOG",94.1,207400,10031
1952,"TILEFISH, GOLDEN",964.1,2125400,201903
1952,"TOMCOD, PACIFIC",0.5,1000,123
1952,"TRIPLETAIL",7.9,17500,1411
1952,"TROUT, BROWN",2,4400,2333
1952,"TROUT, LAKE",1089.2,2401300,1023553
1952,"TROUT, RAINBOW",771.2,1700207,304604
1952,"TUNA, ALBACORE",23839.8,52557300,9146609
1952,"TUNA, BLUEFIN",256.5,565500,58788
1952,"TUNA, BLUEFIN PACIFIC",2076,4576700,733224
1952,"TUNA, LITTLE TUNNY",338.7,746800,29872
1952,"TUNA, SKIPJACK",38563.1,85016200,10928919
1952,"TUNA, YELLOWFIN",81298.6,179230900,28338201
1952,"TURTLE, GREEN SEA",44.1,97300,14331
1952,"TURTLE, LOGGERHEAD SEA",19.6,43200,4658
1952,"TURTLE, SNAPPING",59.1,130200,13638
1952,"TURTLE, SOFT-SHELL",62.9,138700,10818
1952,"TURTLE, TERRAPIN",35.8,78900,16960
1952,"WALLEYE",2714.1,5983500,1508919
1952,"WEAKFISH",2761.3,6087500,716339
1952,"WHITEFISH, LAKE",1331.1,2934500,1242103
1952,"WHITEFISH, OCEAN",4,8800,694
1952,"WHITEFISH, ROUND",60.8,134000,22541
1952,"WOLFFISH, ATLANTIC",912.4,2011400,135756
1952,"YELLOWTAIL JACK",4285.1,9447000,874228
1953,"ABALONES",428.1,943800,438824
1953,"ALEWIFE",23228.9,51210400,757242
1953,"AMBERJACK",36.7,81000,3954
1953,"ANCHOVIES",39028.8,86043000,1710920
1953,"ARGENTINES",32.1,70800,4006
1953,"BALLYHOO",3.5,7800,780
1953,"BARRACUDAS",685.7,1511600,243957
1953,"BASS, ROCK",14.7,32300,4423
1953,"BASS, STRIPED",2318.6,5111600,1120263
1953,"BASS, WHITE",532.6,1174100,107713
1953,"BLOODWORMS",116,255700,219166
1953,"BLUEFISH",2105.9,4642700,594739
1953,"BONITO, ATLANTIC",83.7,184600,18510
1953,"BONITO, PACIFIC",1407.4,3102700,302818
1953,"BOWFIN",22.3,49200,2209
1953,"BUFFALOFISHES",30.7,67700,9162
1953,"BURBOT",209.2,461300,16545
1953,"BUTTERFISH",3290.8,7255000,727398
1953,"CABEZON",6.3,13800,451
1953,"CARP, COMMON",3362.5,7412900,335235
1953,"CARPS AND MINNOWS",79.4,175100,11853
1953,"CATFISHES & BULLHEADS",6442.9,14204000,2508489
1953,"CHUBS",5145.2,11343000,1690460
1953,"CLAM, ATLANTIC JACKKNIFE",40.4,89100,10536
1953,"CLAM, ATLANTIC SURF",4637.3,10223500,1208417
1953,"CLAM, BUTTER",49.1,108194,15336
1953,"CLAM, MANILA",51.7,113900,34890
1953,"CLAM, OCEAN QUAHOG",125.4,276400,24465
1953,"CLAM, PACIFIC LITTLENECK",88.5,195200,78069
1953,"CLAM, PACIFIC RAZOR",834.9,1840622,327073
1953,"CLAM, QUAHOG",7503.9,16543100,7293079
1953,"CLAM, SOFTSHELL",3683.6,8120900,2443408
1953,"CLAMS OR BIVALVES",22.7,50100,29535
1953,"COBIA",19.3,42600,3667
1953,"COCKLE, NUTTALL",9.2,20200,1616
1953,"COD, ATLANTIC",14814.7,32660400,2205968
1953,"COD, PACIFIC",3919.5,8641000,370952
1953,"CRAB, ATLANTIC ROCK",988.8,2179900,136689
1953,"CRAB, BLUE",47802.2,105384800,4790865
1953,"CRAB, BLUE, SOFT AND PEELER",2338.1,5154600,952723
1953,"CRAB, DUNGENESS",9525.8,21000506,2994619
1953,"CRAB, FLORIDA STONE CLAWS",52.4,115500,69300
1953,"CRAB, HORSESHOE",75.4,166300,907
1953,"CRAB, KING",2092.5,4613209,547431
1953,"CRAB, RED ROCK",22.4,49300,4392
1953,"CRAB, SNOW/TANNER",32.5,71756,6458
1953,"CRABS ",2529.5,5576600,697072
1953,"CRAPPIE",12.4,27300,8316
1953,"CRAYFISHES OR CRAWFISHES",156.1,344200,38045
1953,"CROAKER, ATLANTIC",2876,6340400,590881
1953,"CROAKER, PACIFIC WHITE",544.8,1201100,61632
1953,"CUNNER",4,8800,137
1953,"CUSK",1386.3,3056200,147330
1953,"DOLLY VARDEN",5.9,13057,1567
1953,"DOLPHINFISH",12.7,28000,1975
1953,"DRUM, BLACK",546.3,1204300,100459
1953,"DRUM, FRESHWATER",1045.5,2304800,85854
1953,"DRUM, RED",870.8,1919700,312495
1953,"EEL, AMERICAN",640.5,1412000,165168
1953,"EEL, CONGER",62.1,136800,3552
1953,"FINFISHES, UNC BAIT AND ANIMAL FOOD",42145.8,92914700,875287
1953,"FINFISHES, UNC FOR FOOD",8381.9,18478800,697842
1953,"FINFISHES, UNC GENERAL",126.2,278200,8023
1953,"FLATFISH",3634.8,8013329,918377
1953,"FLOUNDER, SUMMER",6965,15355100,2724589
1953,"FLOUNDER, WINTER",6393.2,14094400,1918777
1953,"FLOUNDER, WITCH",3944.2,8695400,799797
1953,"FLOUNDER, YELLOWTAIL",6247.6,13773400,1353048
1953,"FLOUNDER,ATLANTIC,PLAICE",2708.2,5970400,462277
1953,"FLYINGFISHES",33,72800,5324
1953,"FROGS",4,8800,3261
1953,"GARS",100,220500,11070
1953,"GOLDFISH",44.3,97700,2931
1953,"GOOSEFISH",129.3,285000,31591
1953,"GROUPER, GOLIATH",128.9,284200,26571
1953,"GROUPER, WARSAW",140.7,310100,21989
1953,"GROUPERS",2499.8,5511000,627513
1953,"GRUNTS",81.5,179600,8958
1953,"HADDOCK",63323.1,139602000,10527537
1953,"HAKE, PACIFIC (WHITING)",56.1,123600,2354
1953,"HAKE, RED",1306.6,2880600,48660
1953,"HAKE, SILVER",40653,89623600,1812790
1953,"HAKE, WHITE",4664.2,10282700,478433
1953,"HALIBUT, ATLANTIC",158.9,350400,91846
1953,"HALIBUT, CALIFORNIA",240.5,530300,124283
1953,"HALIBUT, PACIFIC",21212.4,46764843,5640853
1953,"HARVESTFISH",374,824500,67359
1953,"HERRING, ATLANTIC",50464.6,111254200,1821187
1953,"HERRING, LAKE OR CISCO",8672.3,19118900,979156
1953,"HERRING, PACIFIC",19586.4,43180169,655258
1953,"HOGCHOKER",4.2,9300,314
1953,"HOGFISH",15.7,34600,3460
1953,"INCONNU",10.9,24000,3600
1953,"JACK MACKEREL",25288.4,55750700,1993865
1953,"JACK, CREVALLE",235.4,518900,15567
1953,"KING WHITING",2283.5,5034100,354647
1953,"LADYFISH",235.8,519900,25995
1953,"LAUNCE, AMERICAN SAND",56.7,125000,3750
1953,"LEATHERJACKETS",19.8,43700,1748
1953,"LINGCOD",1711.2,3772601,254100
1953,"LOBSTER, AMERICAN",12752.9,28115100,10870406
1953,"LOBSTER, CALIFORNIA SPINY",340.2,750100,352856
1953,"LOBSTER, CARIBBEAN SPINY",905.1,1995400,399092
1953,"MACKEREL (SCOMBER)",3402.8,7501900,329024
1953,"MACKEREL, ATLANTIC",3876.2,8545500,997434
1953,"MACKEREL, CHUB",56.3,124100,12383
1953,"MACKEREL, FRIGATE",0.5,1100,23
1953,"MACKEREL, KING AND CERO",1176.4,2593500,440235
1953,"MACKEREL, SPANISH",3067.4,6762400,677286
1953,"MENHADEN",769334.8,1696075600,18578861
1953,"MOJARRAS",257.2,567100,29364
1953,"MOONEYES",5.4,11900,1314
1953,"MULLET, STRIPED (LIZA)",14794.2,32615300,2868952
1953,"MULLET, WHITE",842.8,1858100,112086
1953,"MUSSEL, BLUE",208.3,459300,80097
1953,"MUSSEL, CALIFORNIA",0,100,64
1953,"OCTOPUS",25.3,55800,3886
1953,"OYSTER, EASTERN",31442.7,69318500,27301859
1953,"OYSTER, OLYMPIA",52.8,116500,166412
1953,"OYSTER, PACIFIC",4664.2,10282700,1582829
1953,"PACIFIC SIERRA",0.4,900,138
1953,"PADDLEFISH",26.4,58100,9179
1953,"PERCH, WHITE",976.4,2152600,178508
1953,"PERCH, YELLOW",2820.1,6217300,760771
1953,"PERIWINKLES",4.9,10800,3132
1953,"PERMIT",7.4,16300,1141
1953,"PIGFISH",89.4,197100,9079
1953,"PIKE, BLUE",3256.1,7178400,1094655
1953,"PIKES",139.6,307800,36081
1953,"PILOTFISH",0.5,1200,49
1953,"PINFISH",38.7,85400,4156
1953,"POLLOCK",10846.3,23911800,724677
1953,"POMPANO, FLORIDA",284.9,628200,336157
1953,"POMPANO, PACIFIC",5.2,11400,5644
1953,"PORKFISH",2.1,4700,235
1953,"POUT, OCEAN",3.4,7600,108
1953,"PUFFER, NOTHERN",470.3,1036800,44822
1953,"RATFISH SPOTTED",638.5,1407600,10533
1953,"REDFISH, ACADIAN",69807.9,153898500,5972536
1953,"ROCK BASSES, PACIFIC",15.5,34100,5924
1953,"ROCKFISH, PACIFIC OCEAN PERCH",2702.5,5957900,240913
1953,"ROCKFISHES",8916.9,19658116,826946
1953,"RUNNER, BLUE",356.8,786500,33533
1953,"SABLEFISH",3956,8721471,712786
1953,"SALMON, ATLANTIC",3.4,7400,3911
1953,"SALMON, CHINOOK",17771.1,39178120,8638029
1953,"SALMON, CHUM",29286.8,64565672,4348562
1953,"SALMON, COHO",13005.8,28672511,3953718
1953,"SALMON, PINK",44075.6,97169168,9195217
1953,"SALMON, SOCKEYE",37806.5,83348220,11669570
1953,"SAND PERCH",2.8,6100,338
1953,"SANDWORMS",113.9,251100,158082
1953,"SARDINE, PACIFIC",4295.1,9468900,527703
1953,"SAUGER",118.1,260300,31610
1953,"SAWFISH, SMALLTOOTH",4.3,9400,758
1953,"SCADS",141.2,311200,21790
1953,"SCALLOP, BAY",1294.5,2853800,1409204
1953,"SCALLOP, SEA",10713.3,23618600,10475830
1953,"SCULPINS",55.5,122400,27209
1953,"SCUPS OR PORGIES",19933,43944400,2614284
1953,"SEA BASS, BLACK",6593.9,14537000,1461873
1953,"SEA BASS, GIANT",186.9,412000,67886
1953,"SEA CATFISHES",221.5,488300,32357
1953,"SEA URCHINS",13.4,29600,1090
1953,"SEABASS, WHITE",396.2,873400,245089
1953,"SEAROBINS",54.3,119800,2481
1953,"SEATROUT, SAND",405.8,894700,29487
1953,"SEATROUT, SPOTTED",2670.8,5888100,1436735
1953,"SEAWEED, IRISH MOSS",524.4,1156000,21747
1953,"SEAWEED, KELP",114895.2,253298000,3890657
1953,"SHAD, AMERICAN",4152.8,9155300,1542223
1953,"SHAD, GIZZARD",225.3,496700,20050
1953,"SHAD, HICKORY",287.5,633900,27884
1953,"SHARK, DOGFISH",1141,2515500,23278
1953,"SHARK, SOUPFIN",7.8,17200,2630
1953,"SHARKS",482,1062650,73857
1953,"SHEEPHEAD, CALIFORNIA",16.1,35500,3094
1953,"SHEEPSHEAD",127.9,282000,30009
1953,"SHRIMP, BAY",344.1,758700,54855
1953,"SHRIMP, MARINE, OTHER",116828.8,257560700,76325923
1953,"SHRIMP, OCEAN",131.5,290000,30020
1953,"SHRIMP, PENAEID",793.2,1748782,230573
1953,"SILVERSIDES",61,134400,17345
1953,"SKATES",875.3,1929600,22598
1953,"SMELT, EULACHON",705.4,1555200,184669
1953,"SMELT, RAINBOW",2531.5,5580900,262571
1953,"SMELT, WHITEBAIT",81.3,179200,21080
1953,"SMELTS",473.2,1043115,70173
1953,"SNAILS (CONCHS)",271.3,598200,71282
1953,"SNAPPER, GRAY",156.8,345700,58045
1953,"SNAPPER, LANE",0.4,800,160
1953,"SNAPPER, MUTTON",58,127800,28382
1953,"SNAPPER, RED",3687.4,8129200,2267008
1953,"SNAPPER, YELLOWTAIL",157.7,347600,75916
1953,"SNAPPERS",1,2100,672
1953,"SNOOK",240,529100,73571
1953,"SOLES",15204.7,33520200,1989078
1953,"SPADEFISHES",0,100,10
1953,"SPLITTAIL",0.4,900,276
1953,"SPONGE, GRASS",0.5,1200,3700
1953,"SPONGE, SHEEPSWOOL",6.7,14800,120472
1953,"SPONGE, YELLOW",0.6,1300,3744
1953,"SPOT",4916.9,10839700,583453
1953,"SPOTTED CABRILLA",184.9,407600,66485
1953,"SQUIDS",6597.5,14544800,488501
1953,"STURGEONS",268.9,592800,134547
1953,"SUCKERS",1139.8,2512800,153972
1953,"SUNFISHES",24.2,53400,11620
1953,"SURFPERCHES",214.1,472000,68997
1953,"SWORDFISH",174.9,385600,150410
1953,"TARPON",0.1,200,9
1953,"TAUTOG",69.6,153500,8623
1953,"TILEFISH, GOLDEN",1439.4,3173300,267871
1953,"TOMCOD, PACIFIC",0.2,500,21
1953,"TRIPLETAIL",9.3,20600,1720
1953,"TROUT, LAKE",1095.8,2415700,1033521
1953,"TROUT, RAINBOW",981.6,2163951,385382
1953,"TUNA, ALBACORE",15739.6,34699600,6919415
1953,"TUNA, BLUEFIN",881.9,1944300,122609
1953,"TUNA, BLUEFIN PACIFIC",4432.9,9772800,1550380
1953,"TUNA, LITTLE TUNNY",31,68300,3140
1953,"TUNA, SKIPJACK",55782.6,122978400,16943548
1953,"TUNA, YELLOWFIN",60482.8,133340400,21313013
1953,"TURTLE, GREEN SEA",6.4,14200,2003
1953,"TURTLE, LOGGERHEAD SEA",4.8,10500,558
1953,"TURTLE, SNAPPING",36.8,81200,9265
1953,"TURTLE, TERRAPIN",33.4,73700,15400
1953,"WAHOO",11.9,26200,4134
1953,"WALLEYE",3239.4,7141500,1289991
1953,"WEAKFISH",3278.2,7227100,681762
1953,"WHITEFISH, LAKE",1079.3,2379400,1054435
1953,"WHITEFISH, OCEAN",2.7,6000,484
1953,"WHITEFISH, ROUND",21,46300,7051
1953,"WOLFFISH, ATLANTIC",692.6,1527000,99389
1953,"YELLOWTAIL JACK",2364.3,5212400,489977
1954,"ABALONES",371.9,819900,376924
1954,"ALEWIFE",23689.1,52225100,664708
1954,"AMBERJACK",49.6,109400,6601
1954,"ANCHOVIES",19242.3,42421600,851100
1954,"BALLYHOO",4.6,10100,1262
1954,"BARRACUDAS",727.4,1603600,234922
1954,"BASS, ROCK",18.2,40100,4861
1954,"BASS, STRIPED",2278.7,5023600,1060461
1954,"BASS, WHITE",1388.9,3062000,156161
1954,"BLOODWORMS",109.6,241600,202118
1954,"BLUEFISH",1975.3,4354800,620214
1954,"BONITO, ATLANTIC",132.1,291300,33881
1954,"BONITO, PACIFIC",1051.9,2319100,179777
1954,"BOWFIN",19.8,43700,2275
1954,"BUFFALOFISHES",407.5,898400,115509
1954,"BURBOT",195.3,430500,12358
1954,"BUTTERFISH",3411.4,7520800,777275
1954,"CABEZON",2.8,6200,195
1954,"CARP, COMMON",4091.1,9019300,432439
1954,"CARPS AND MINNOWS",22.3,49100,3356
1954,"CATFISHES & BULLHEADS",7039.2,15518700,2715063
1954,"CHUBS",4989.2,10999100,1722265
1954,"CLAM, ATLANTIC JACKKNIFE",39.1,86100,10034
1954,"CLAM, ATLANTIC SURF",5276,11631500,1443288
1954,"CLAM, BUTTER",16,35359,7894
1954,"CLAM, MANILA",71.7,158000,64084
1954,"CLAM, OCEAN QUAHOG",172.4,380100,35118
1954,"CLAM, PACIFIC LITTLENECK",94.2,207700,83092
1954,"CLAM, PACIFIC RAZOR",701.5,1546635,244502
1954,"CLAM, QUAHOG",5944.3,13104800,5801251
1954,"CLAM, SOFTSHELL",2326.7,5129500,2164166
1954,"CLAMS OR BIVALVES",18.7,41300,25243
1954,"COBIA",24.7,54500,6673
1954,"COCKLE, NUTTALL",30.7,67778,5422
1954,"COD, ATLANTIC",16702.9,36823200,2182459
1954,"COD, PACIFIC",7553.3,16652000,651350
1954,"CRAB, ATLANTIC ROCK",657.3,1449000,81824
1954,"CRAB, BLUE",44352.8,97780100,4254042
1954,"CRAB, BLUE, SOFT AND PEELER",1706.5,3762100,772185
1954,"CRAB, DUNGENESS",12918.5,28480083,3607223
1954,"CRAB, FLORIDA STONE CLAWS",120.2,265100,111342
1954,"CRAB, HORSESHOE",1.4,3100,31
1954,"CRAB, KING",4023.9,8871070,880465
1954,"CRAB, RED ROCK",17.7,39100,2534
1954,"CRAPPIE",1.2,2600,233
1954,"CRAYFISHES OR CRAWFISHES",236.5,521400,47194
1954,"CROAKER, ATLANTIC",13956.8,30769200,1134762
1954,"CROAKER, PACIFIC WHITE",414.5,913800,47620
1954,"CUNNER",2.4,5400,90
1954,"CUSK",958.6,2113400,103322
1954,"DOLLY VARDEN",0.9,1965,235
1954,"DOLPHINFISH",13.7,30300,3636
1954,"DRUM, BLACK",1298.3,2862200,209031
1954,"DRUM, FRESHWATER",1087.4,2397200,133395
1954,"DRUM, RED",1044.6,2303000,400180
1954,"EEL, AMERICAN",545.5,1202700,140267
1954,"EEL, CONGER",44.3,97600,3154
1954,"FINFISHES, UNC BAIT AND ANIMAL FOOD",61509.8,135604600,1285492
1954,"FINFISHES, UNC FOR FOOD",4225.8,9316100,592546
1954,"FINFISHES, UNC GENERAL",12,26400,3060
1954,"FLATFISH",3487,7687344,918438
1954,"FLOUNDER, SUMMER",7362.4,16231200,2715399
1954,"FLOUNDER, WINTER",6180.6,13625700,1738570
1954,"FLOUNDER, WITCH",4573.2,10082000,942344
1954,"FLOUNDER, YELLOWTAIL",5788.9,12762300,1306779
1954,"FLOUNDER,ATLANTIC,PLAICE",2589.9,5709600,429553
1954,"FLYINGFISHES",6.2,13700,1069
1954,"FROGS",4.8,10500,3216
1954,"GARS",122.3,269600,14242
1954,"GOLDFISH",43.1,95000,3915
1954,"GOOSEFISH",24.2,53400,1982
1954,"GROUPER, GOLIATH",52.3,115400,8750
1954,"GROUPER, WARSAW",119.7,263800,23676
1954,"GROUPERS",2820.2,6217500,724002
1954,"GRUNTS",70,154300,10810
1954,"HADDOCK",70277.3,154933400,10010637
1954,"HAKE, ATLANTIC, RED/WHITE",0.6,1400,37
1954,"HAKE, PACIFIC (WHITING)",287.2,633100,8832
1954,"HAKE, RED",1349.7,2975500,48699
1954,"HAKE, SILVER",43207.4,95255100,2042418
1954,"HAKE, WHITE",3842,8470100,360519
1954,"HALIBUT, ATLANTIC",201.8,444900,106275
1954,"HALIBUT, CALIFORNIA",300,661300,138378
1954,"HALIBUT, PACIFIC",27539.5,60713642,8033280
1954,"HARVESTFISH",533.3,1175700,98957
1954,"HERRING, ATLANTIC",59055.7,130194200,1872361
1954,"HERRING, LAKE OR CISCO",9641.3,21255200,1102381
1954,"HERRING, PACIFIC",16558.9,36505718,519797
1954,"HOGCHOKER",4.4,9700,222
1954,"HOGFISH",14.5,32000,5120
1954,"INCONNU",8.7,19147,2872
1954,"JACK MACKEREL",7862.5,17333700,661209
1954,"JACK, CREVALLE",357.6,788300,23686
1954,"KING WHITING",2308.3,5088800,385188
1954,"LADYFISH",188.4,415300,24918
1954,"LAUNCE, AMERICAN SAND",86.5,190600,10725
1954,"LEATHERJACKETS",19.4,42700,2563
1954,"LINGCOD",2079.4,4584344,308126
1954,"LOBSTER, AMERICAN",12465.2,27480800,10485758
1954,"LOBSTER, CALIFORNIA SPINY",408.9,901400,409537
1954,"LOBSTER, CARIBBEAN SPINY",883.3,1947300,428406
1954,"MACKEREL (SCOMBER)",1645.1,3626700,120044
1954,"MACKEREL, ATLANTIC",1822.5,4017800,587432
1954,"MACKEREL, CHUB",9893.5,21811100,693930
1954,"MACKEREL, KING AND CERO",909.4,2004900,260605
1954,"MACKEREL, SPANISH",2413.5,5320700,652786
1954,"MENHADEN",788246,1737767100,23489574
1954,"MOJARRAS",43,94800,7686
1954,"MOONEYES",2.6,5700,631
1954,"MULLET, STRIPED (LIZA)",14872.5,32788000,2634962
1954,"MULLET, WHITE",548.6,1209400,85315
1954,"MUSSEL, BLUE",231.3,509900,75799
1954,"MUSSEL, CALIFORNIA",0,100,33
1954,"OCTOPUS",35.1,77300,4520
1954,"OYSTER, EASTERN",32191.6,70969600,30949289
1954,"OYSTER, OLYMPIA",43.8,96600,144900
1954,"OYSTER, PACIFIC",4924,10855400,1700529
1954,"PACIFIC SIERRA",0.3,600,51
1954,"PADDLEFISH",18.1,40000,4294
1954,"PERCH, WHITE",1377,3035700,237265
1954,"PERCH, YELLOW",3570.8,7872200,871493
1954,"PERIWINKLES",3.9,8500,2087
1954,"PERMIT",24.8,54700,3282
1954,"PIGFISH",176,387900,17308
1954,"PIKE, BLUE",2273.4,5011900,895689
1954,"PIKES",101.4,223500,26063
1954,"PINFISH",127.7,281600,22688
1954,"POLLOCK",9258.5,20411200,632761
1954,"POMPANO, FLORIDA",295.7,651900,422222
1954,"POMPANO, PACIFIC",20.2,44600,13741
1954,"POUT, OCEAN",72.8,160600,3180
1954,"PUFFER, NOTHERN",557,1227900,49693
1954,"QUILLBACK",0.1,300,6
1954,"RATFISH SPOTTED",629.7,1388200,11032
1954,"REDFISH, ACADIAN",82305.8,181451400,7375771
1954,"ROCK BASSES, PACIFIC",1.4,3000,471
1954,"ROCKFISH, PACIFIC OCEAN PERCH",5067.2,11171100,444381
1954,"ROCKFISHES",10329.4,22772226,935764
1954,"RUNNER, BLUE",245.4,541100,32466
1954,"SABLEFISH",5195.1,11453050,946168
1954,"SALMON, ATLANTIC",0,100,59
1954,"SALMON, CHINOOK",16517.6,36414660,8983315
1954,"SALMON, CHUM",34579.2,76233392,5703377
1954,"SALMON, COHO",14350.6,31637343,4305971
1954,"SALMON, PINK",40231,88693196,7908011
1954,"SALMON, SOCKEYE",41611.6,91736966,17047493
1954,"SAND PERCH",1.1,2500,137
1954,"SANDWORMS",134.9,297300,181593
1954,"SARDINE, PACIFIC",61917.9,136504100,3700540
